SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Female,gender_Male
1,0,0,-1.2774445836787656,0,0,1,1,2,1,1,2,1,-0.8346107040023594,-0.9906443641110827,1,True,False,False,True,False,False,False,False,True,False,False,True
0,1,0,-0.8295205827584317,1,1,0,0,0,0,0,0,0,-1.4943441130683104,-0.9188511958562178,0,False,False,True,False,True,False,True,False,False,False,False,True
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.4827115340671475,-0.9992542459128654,1,False,False,True,True,False,False,False,False,False,True,False,True
0,1,0,1.0436161483629645,1,2,1,2,1,2,1,1,1,-0.1615829189350795,0.5394640917857306,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,1,0.6771328748826912,1,1,2,2,1,2,1,1,0,-0.17155370093607614,0.3033325642168391,0,True,False,False,True,False,False,False,True,False,False,False,True
0,0,0,-0.0965540357978854,1,1,2,2,1,1,1,1,1,-0.31446824295036285,-0.3323416321947793,0,True,False,False,True,False,False,True,False,False,False,True,False
0,1,1,0.5956921474426305,1,2,1,2,1,1,2,2,1,1.1495749141959914,1.0887524741194623,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,-1.2774445836787656,0,0,1,2,1,1,1,1,0,-1.1486903370337564,-0.9948168452919468,1,True,False,False,True,False,False,False,False,True,False,False,True
0,1,0,1.6137012404433893,1,2,2,2,2,2,2,2,1,0.8471278601657574,1.8041674219875912,0,True,False,False,False,False,True,False,True,False,False,False,True
0,0,1,-0.62591876415828,1,1,1,1,1,1,2,2,1,-0.0020504069191315333,-0.5255120572347758,1,True,False,False,True,False,False,False,False,False,True,True,False
1,1,0,1.5729808767233588,1,2,2,2,2,2,1,1,1,1.0498670941860242,1.979676551023931,0,False,True,False,False,False,True,False,True,False,False,True,False
1,1,0,-1.2367242199587352,1,1,1,1,2,1,2,2,1,1.0216165451832002,-0.927946763298101,0,False,True,False,True,False,False,False,True,False,False,False,True
0,1,1,-0.21871512695797646,1,1,2,2,2,2,1,1,0,0.046141706085686136,-0.18052071642334425,0,True,False,False,False,True,False,False,False,False,True,True,False
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.481049737066981,-0.999232169292861,0,False,False,True,True,False,False,True,False,False,False,False,True
1,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6484894399837535,-0.9881717826705708,0,True,False,False,True,False,False,True,False,False,False,False,True
0,1,1,1.6137012404433893,1,2,2,2,1,2,2,1,0,1.1678546811978192,2.193709381968247,0,False,True,False,False,False,True,True,False,False,False,True,False
0,0,0,-1.1145631287986442,1,1,1,1,1,1,1,1,1,0.16412929309748078,-0.8682295061857364,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,0.5549717837226001,1,1,1,1,2,1,1,1,1,0.33363258711442517,0.5585382914696801,0,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,0.06632741908223598,1,2,1,2,2,1,2,2,1,1.3822264942192488,0.5589577472497669,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-0.8702409464784621,1,2,1,1,2,1,2,2,1,1.099721004191008,-0.5200812087136513,1,False,True,False,True,False,False,True,False,False,False,True,False
0,1,1,-0.9109613101984924,1,1,1,2,1,1,1,1,0,-0.5055748979694671,-0.7981141610512188,0,True,False,False,False,True,False,False,False,False,True,False,True
0,1,1,1.5322605130033284,1,2,2,2,1,1,2,1,1,0.14751132309581955,1.1431492658107256,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,1,-0.62591876415828,1,1,0,0,0,0,0,0,0,-1.462769970065154,-0.8234801974364709,0,False,False,True,False,True,False,False,False,False,True,True,False
0,0,0,1.247217966963116,1,2,2,2,2,2,2,1,1,0.5014740841312035,1.1383365626497288,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,0,-0.7888002190384014,1,2,2,2,1,2,2,1,1,0.3801629031190768,-0.5748091497049829,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,0.6771328748826912,1,2,1,1,1,1,1,2,1,0.6560212051466532,0.7167835036624451,0,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2367242199587352,1,1,1,2,1,1,1,1,0,-0.5155456799704636,-0.9653224809658398,0,True,False,False,True,False,False,False,False,False,True,False,True
0,0,0,-1.2367242199587352,1,1,1,1,1,1,2,1,1,0.5280628361338618,-0.9445042283015292,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0.7992939660427822,1,2,2,1,1,2,2,2,1,0.4981504901308714,0.8541442333308862,0,True,False,False,False,False,True,False,True,False,False,False,True
0,1,1,1.4915401492832983,1,2,2,1,2,2,1,1,1,-0.020330173920958795,0.8701718594542048,0,True,False,False,False,False,True,False,True,False,False,True,False
1,0,0,0.43281069256250915,1,2,1,2,1,1,2,1,1,0.8471278601657574,0.6867813770762332,0,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.7073594915983407,1,1,2,2,1,1,2,2,1,1.141265929195161,-0.37834930828430524,1,False,True,False,True,False,False,False,True,False,False,True,False
1,1,0,-0.30015585439803716,1,2,2,1,1,2,2,1,1,0.1574821050968162,-0.23429936275447927,0,True,False,False,True,False,False,False,True,False,False,True,False
1,1,0,-0.9924020376385531,1,2,1,2,1,1,1,1,1,0.5280628361338618,-0.728528654796811,1,False,True,False,True,False,False,False,True,False,False,True,False
1,1,1,1.125056875803025,1,1,2,2,2,2,1,2,1,0.33529438411459117,0.9594717873726947,0,True,False,False,False,True,False,False,True,False,False,True,False
1,0,0,-0.5851984004382496,1,2,1,1,1,1,2,2,1,1.0199547481830342,-0.23434351599448847,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,1.247217966963116,1,2,2,1,1,1,2,2,1,1.1595456961969886,1.7784481596822659,0,False,True,False,False,True,False,False,True,False,False,True,False
1,1,1,1.369379058123207,1,2,1,2,2,2,2,2,1,1.4520219682262263,2.1162866756122165,0,False,True,False,False,True,False,False,False,True,False,False,True
0,1,1,0.06632741908223598,1,2,0,0,0,0,0,0,0,-1.3231790220511994,-0.6132886983729502,0,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,1.6137012404433893,1,2,1,1,2,2,2,2,1,1.42044782522307,2.4595118868232824,0,False,True,False,False,False,True,False,True,False,False,True,False
0,1,0,0.5956921474426305,1,2,1,1,2,1,2,2,1,1.1877962451998125,1.0701860366956184,0,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,1.125056875803025,1,2,1,2,1,1,2,1,1,0.8354952811645946,1.3985095294035985,0,False,True,False,True,False,False,True,False,False,False,False,True
0,1,0,1.6137012404433893,0,0,2,2,2,1,1,1,0,-0.7531826509942192,0.2996678452960802,0,True,False,False,False,False,True,True,False,False,False,False,True
0,1,1,-0.5851984004382496,1,1,1,1,2,2,1,1,1,-0.34438058895335305,-0.5855604636472089,0,True,False,False,False,True,False,False,True,False,False,True,False
0,0,0,-0.9516816739185228,1,2,1,1,1,1,2,2,0,0.9850570111795457,-0.6296474737963372,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.1960038562387048,1,1,1,2,1,2,2,2,1,0.3502505571160864,-0.9003730649123919,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,0.5956921474426305,1,2,1,2,1,1,1,1,1,0.46989994112804756,0.6035966728990095,0,False,True,False,False,True,False,False,False,True,False,False,True
0,0,0,-0.055833672077855064,1,1,1,2,2,2,2,2,0,0.47987072312904416,0.09444358573358781,0,True,False,False,False,False,True,False,False,False,True,True,False
0,1,1,0.7178532386027215,1,1,0,0,0,0,0,0,0,-1.4827115340671475,-0.5971286125296041,0,False,False,True,False,False,True,True,False,False,False,True,False
0,0,0,-0.9109613101984924,1,1,2,1,2,1,1,1,1,0.5014740841312035,-0.6163573485535856,0,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,2,1,1,0,-0.5221928679711283,-0.9864939595502233,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,0.7992939660427822,1,1,0,0,0,0,0,0,1,-1.4744025490663168,-0.5265938116149996,0,False,False,True,False,True,False,False,False,True,False,True,False
1,1,1,1.2879383306831464,1,2,2,1,2,2,2,2,1,1.5567151792366918,2.126287384474287,0,False,True,False,False,False,True,True,False,False,False,False,True
0,1,1,1.2064976032430856,1,2,0,0,0,0,0,0,1,-1.3464441800535252,-0.37914406660446986,0,False,False,True,False,False,True,True,False,False,False,False,True
0,0,1,-1.1960038562387048,1,1,2,1,1,2,1,2,1,-0.00869759491979612,-0.9298232759984896,0,True,False,False,True,False,False,True,False,False,False,True,False
1,0,0,0.9621754209229036,1,2,2,2,2,1,2,2,0,1.5201556452330371,1.702637046586569,0,False,True,False,False,True,False,False,False,True,False,True,False
0,0,0,0.5549717837226001,1,1,1,1,1,1,1,2,0,-0.3028356639492,0.1790632702111086,0,True,False,False,False,True,False,False,True,False,False,True,False
0,1,1,-0.9924020376385531,1,1,2,2,1,1,1,1,0,-0.33607160395252245,-0.79522212383062,0,True,False,False,True,False,False,False,False,False,True,True,False
1,0,0,-0.0965540357978854,1,1,2,2,1,1,2,2,1,0.3319707901142591,-0.07594376746169122,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,0.5142514200025698,1,2,0,0,0,0,0,0,1,-1.2916048790480432,-0.47098280582348534,0,False,False,True,False,True,False,False,True,False,False,True,False
0,0,1,-1.2774445836787656,1,1,1,1,1,1,2,1,1,0.48485611412954227,-0.9731155278274534,1,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,-0.8702409464784621,0,0,2,1,1,1,2,2,0,-0.47233895796614456,-0.758530781383023,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,-1.0331224013585834,1,1,1,1,2,1,1,1,1,0.34526516611558833,-0.7887536741692807,1,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,0.3920903288424788,1,1,1,2,2,2,2,2,1,1.2974748472107767,0.9025803376209149,0,False,True,False,True,False,False,True,False,False,False,True,False
0,1,0,0.6771328748826912,1,1,0,0,0,0,0,0,1,-1.4827115340671475,-0.5783855621457233,0,False,False,True,False,False,True,True,False,False,False,True,False
0,0,0,-0.9516816739185228,1,2,1,2,1,1,2,2,1,1.1479131171958254,-0.602493231190715,0,False,True,False,True,False,False,False,True,False,False,False,True
0,1,0,0.10704778280226633,1,1,2,1,1,1,2,1,1,-0.08680205392760396,-0.02995816799216993,0,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.6364125111626608,1,1,0,0,0,0,0,0,0,-1.4660935640654862,-0.541451376878076,0,False,False,True,False,False,True,True,False,False,False,True,False
0,1,1,0.5549717837226001,1,1,0,0,0,0,0,0,1,-1.4893587220678117,-0.5988064356499516,0,False,False,True,False,False,True,False,False,False,True,True,False
0,1,0,-0.13727439951791576,0,0,1,1,1,1,2,1,0,-1.0307027500219619,-0.5625345489824414,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,-0.0965540357978854,1,1,1,2,2,1,1,1,0,0.574593152138513,0.12667545094026153,0,False,True,False,True,False,False,True,False,False,False,False,True
1,0,0,-1.2774445836787656,1,1,1,1,1,2,1,1,0,0.3303089931140931,-0.9751686534878785,0,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,1.369379058123207,1,2,2,1,2,2,2,2,1,0.6394032351449919,1.5148753934476924,0,True,False,False,False,False,True,False,False,False,True,False,True
0,0,0,1.3286586944031769,1,2,2,2,2,1,2,2,1,1.5384354122348645,2.1298196436750185,0,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,1.6137012404433893,1,2,1,2,2,1,2,2,1,1.2010906212011416,2.285261125127203,0,False,True,False,False,False,True,True,False,False,False,False,True
0,0,0,-0.8295205827584317,1,2,2,1,1,1,1,1,1,0.47156173812821356,-0.5986960525499287,1,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,1.5729808767233588,1,2,2,2,1,2,1,1,1,0.06940686408801149,1.0885537845394213,0,True,False,False,False,True,False,False,True,False,False,False,True
0,0,0,-1.1145631287986442,1,1,0,0,0,0,0,0,0,-1.4527991880641573,-0.9578826600242993,1,False,False,True,True,False,False,False,False,False,True,False,True
0,0,0,0.7992939660427822,1,1,0,0,0,0,0,0,0,-1.4544609850643233,-0.5192864503934866,0,False,False,True,False,False,True,True,False,False,False,False,True
1,1,0,-0.30015585439803716,1,1,1,2,2,1,2,2,1,1.1213243651931677,0.10208209625516948,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.481049737066981,-0.999232169292861,0,False,False,True,True,False,False,False,False,False,True,False,True
0,1,1,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.505976692069473,-0.9995633185929296,0,False,False,True,True,False,False,False,False,True,False,True,False
0,0,0,0.22920887396235737,1,2,1,1,2,2,2,1,0,1.0049985751815391,0.5838380979949185,0,False,True,False,False,True,False,True,False,False,False,False,True
1,1,0,1.369379058123207,0,0,1,2,2,1,2,1,0,-0.6385186579827569,0.32847783440204537,0,True,False,False,False,True,False,True,False,False,False,True,False
0,1,0,1.4508197855632678,1,2,1,2,2,2,2,2,1,1.503537675231376,2.3527272758611724,1,False,True,False,False,False,True,True,False,False,False,False,True
0,0,0,-1.1145631287986442,0,0,1,1,1,1,1,1,0,-1.3447823830533592,-0.9639095772855473,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,1.6137012404433893,1,2,2,2,1,1,2,2,1,1.3091074262119398,2.2163820707129416,0,False,True,False,False,True,False,False,False,True,False,True,False
0,0,0,-0.015113308357824713,0,0,2,1,1,1,1,1,0,-1.150352134033923,-0.5985635928299012,0,True,False,False,False,True,False,False,False,False,True,True,False
0,0,0,0.43281069256250915,1,2,1,1,1,1,2,2,0,0.9833952141793793,0.72322987670378,0,False,True,False,False,True,False,False,False,False,True,False,True
0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.5076384890696393,-0.4062320793500785,0,False,False,True,False,False,True,False,True,False,False,False,True
0,1,0,0.9214550572028734,1,2,2,2,1,1,2,1,1,1.0631614701873533,1.3049929670642355,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,0.7992939660427822,1,1,2,1,2,2,1,1,0,-0.22639300194155818,0.3351008204034167,0,True,False,False,False,True,False,False,True,False,False,True,False
0,0,0,0.43281069256250915,1,1,1,2,2,1,2,1,1,0.893658176170409,0.7377121394267785,0,False,True,False,True,False,False,False,False,True,False,True,False
1,1,0,0.18848851024232702,1,2,1,1,1,1,1,1,1,0.39013368512007346,0.2582300295475004,1,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,1.2879383306831464,0,0,1,2,1,2,2,2,1,-0.33773340095268845,0.5034350479382708,0,True,False,False,False,False,True,False,False,True,False,True,False
0,1,1,-1.1960038562387048,1,1,2,2,1,1,2,1,0,0.8338334841644282,-0.8984744755919987,0,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,0.14776814652229667,0,0,2,1,1,1,1,1,0,-1.1204397880309327,-0.510831104931736,0,True,False,False,False,False,True,True,False,False,False,True,False
0,1,1,-0.9109613101984924,1,2,2,1,1,1,2,2,1,1.1794872601989819,-0.5380736540173766,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0.35136996512244845,1,1,0,0,0,0,0,0,0,-1.4660935640654862,-0.6394053398383577,0,False,False,True,False,False,True,False,False,False,True,True,False
0,1,1,-0.21871512695797646,1,2,1,2,1,2,1,1,1,0.6792863631489789,-0.058150011738007094,0,False,True,False,True,False,False,False,True,False,False,False,True
0,1,1,0.9621754209229036,1,2,1,1,2,1,2,2,1,1.1645310871974868,1.427098752309518,0,False,True,False,False,True,False,False,True,False,False,True,False
0,0,0,-1.0738427650786138,1,1,0,0,0,0,0,0,0,-1.46443176706532,-0.9583683456643999,0,False,False,True,True,False,False,False,False,False,True,True,False
0,0,0,-1.1960038562387048,1,2,1,1,1,1,1,1,1,0.32033821111309646,-0.9067973613337219,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,-1.0331224013585834,1,1,2,1,1,1,1,1,0,-0.467353566965646,-0.8534602474026785,0,True,False,False,True,False,False,False,False,False,True,True,False
0,1,1,-1.1552834925186746,1,1,0,0,0,0,0,0,0,-1.4594463760648215,-0.9803787358089572,0,False,False,True,True,False,False,False,False,False,True,True,False
0,0,0,0.025607055362205634,1,1,2,1,1,2,2,1,1,0.8039211381614382,0.328654447362082,0,False,True,False,False,False,True,False,False,True,False,False,True
1,0,0,-0.21871512695797646,1,2,1,1,2,1,1,1,1,0.44164939212522314,-0.06525868337947893,1,False,True,False,True,False,False,False,False,True,False,True,False
0,1,0,1.6137012404433893,1,2,0,0,0,0,0,0,1,-1.3697093380558512,-0.24697134263710305,0,False,False,True,False,False,True,True,False,False,False,False,True
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.4960059100684764,-0.9994308588729021,0,False,False,True,True,False,False,False,False,False,True,False,True
1,0,0,1.5729808767233588,0,0,2,2,1,1,2,2,1,-0.2762469119465419,0.7515100269296354,0,True,False,False,False,True,False,False,False,True,False,False,True
0,0,0,-0.7888002190384014,1,2,1,1,1,1,1,2,1,0.7042133181514708,-0.4714022616035721,0,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,-0.30015585439803716,0,0,2,2,2,1,2,2,1,-0.2047896409393986,-0.3446824627773344,1,True,False,False,True,False,False,False,True,False,False,True,False
0,0,0,1.4100994218432374,1,1,1,1,1,2,1,1,0,-0.47233895796614456,0.43128865376333264,0,True,False,False,False,False,True,True,False,False,False,False,True
0,0,0,-1.2774445836787656,0,0,1,1,1,1,1,2,1,-0.9742016520163136,-0.9924988001914667,1,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2367242199587352,1,1,1,1,1,1,1,1,0,-0.6784017859867437,-0.9722766162672797,1,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,0.43281069256250915,1,2,0,0,0,0,0,0,1,-1.2982520670487077,-0.48352232598608164,0,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,-0.38159658183809786,1,1,2,1,1,1,1,1,1,0.3402797751150897,-0.22288575021211607,0,False,True,False,True,False,False,True,False,False,False,True,False
0,1,1,1.2879383306831464,1,1,0,0,0,0,0,0,0,-1.481049737066981,-0.44398309955789494,0,False,False,True,False,False,True,False,False,False,True,True,False
0,0,1,1.002895784642934,1,1,0,0,0,0,0,0,1,-1.5009913010689746,-0.4913153728476952,0,False,False,True,False,False,True,False,False,False,True,False,True
1,1,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,0.18905624809997262,-0.9770451661882671,1,False,True,False,True,False,False,False,False,False,True,True,False
1,1,1,1.6137012404433893,1,2,2,2,2,2,2,2,1,0.7740087921584478,1.828981542872729,0,True,False,False,False,False,True,False,True,False,False,True,False
0,0,0,-0.9924020376385531,1,2,2,1,1,2,1,2,0,0.21232140610229844,-0.7592813864631783,1,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,1.1657772395230555,1,2,1,2,1,1,2,2,1,1.2060760122016398,1.6283492202711876,0,False,True,False,False,False,True,True,False,False,False,True,False
0,0,0,1.2879383306831464,1,2,2,2,1,1,1,1,1,0.6493740171459885,1.3271358169288205,0,False,True,False,False,True,False,False,True,False,False,False,True
1,1,0,1.5729808767233588,1,2,0,0,0,0,0,0,0,-1.3564149620545218,-0.23273192273415474,0,False,False,True,False,False,True,True,False,False,False,False,True
0,1,1,1.3286586944031769,1,2,2,2,1,2,2,1,1,1.1396041321949948,1.8250298278919108,0,False,True,False,False,False,True,False,True,False,False,True,False
0,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,0,-1.5009913010689746,-0.9810631110290989,0,False,False,True,False,True,False,False,False,False,True,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,-0.6351950639824246,-0.9879951697105341,1,True,False,False,True,False,False,False,False,True,False,False,True
0,0,1,-0.0965540357978854,1,1,1,2,2,1,2,1,0,-0.00869759491979612,-0.1560156682182704,0,True,False,False,False,True,False,False,True,False,False,False,True
0,1,1,-0.7073594915983407,1,1,1,2,2,2,1,2,1,0.1574821050968162,-0.5350933103167596,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,-0.9924020376385531,1,1,1,1,1,2,2,2,1,0.12590796209365976,-0.7589723137831144,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.0331224013585834,1,2,1,1,1,1,2,2,0,1.0049985751815391,-0.7187266355147814,1,False,True,False,True,False,False,False,False,False,True,False,True
0,1,1,1.5322605130033284,1,2,2,2,2,1,2,2,1,1.4420511862252297,2.493443651770308,0,False,True,False,False,True,False,False,True,False,False,True,False
0,1,1,1.2064976032430856,1,1,2,2,2,2,2,2,0,0.7091987091519689,1.2945507258020736,0,True,False,False,False,False,True,False,False,True,False,False,True
0,1,1,-1.0738427650786138,1,1,0,0,0,0,0,0,0,-1.4976677070686424,-0.9580371963643314,0,False,False,True,True,False,False,False,False,False,True,True,False
0,1,1,-0.748079855318371,1,1,1,1,1,1,1,2,1,0.5363718211346925,-0.499152572949318,0,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,-0.4223169455581282,1,2,1,1,1,1,2,1,1,0.6443886261454905,-0.20370116742814384,0,False,True,False,True,False,False,True,False,False,False,True,False
0,1,1,-0.4223169455581282,1,1,0,0,0,0,0,0,0,-1.4827115340671475,-0.82275166897632,0,False,False,True,False,True,False,False,False,False,True,False,True
0,1,1,-0.6666391278783103,1,1,2,1,2,1,2,1,0,-0.017006579920626735,-0.5560219460810929,0,True,False,False,False,False,True,False,False,False,True,False,True
0,0,0,-0.9109613101984924,1,2,0,0,0,0,0,0,0,-1.2982520670487077,-0.8970615719117062,0,False,False,True,False,False,True,True,False,False,False,False,True
0,0,1,-0.7888002190384014,1,1,2,2,1,1,1,1,1,-0.29120308494803704,-0.670577527284812,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,-0.5037576729981889,1,2,2,1,1,1,1,1,0,0.5862257311396761,-0.30507700648913405,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2367242199587352,1,1,1,1,1,1,1,1,1,0.16412929309748078,-0.9484559432823476,0,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0.8400143297628127,1,2,1,2,2,2,1,2,1,0.30372024111143525,0.7395444988871579,0,True,False,False,False,False,True,True,False,False,False,False,True
0,1,1,-0.8702409464784621,1,1,0,0,0,0,0,0,0,-1.4677553610656522,-0.9048766953933243,0,False,False,True,False,True,False,False,False,False,True,True,False
0,1,0,1.4915401492832983,1,1,0,0,0,0,0,0,0,-1.491020519067978,-0.40614377287006015,0,False,False,True,False,False,True,False,False,False,True,False,True
0,0,0,-1.1552834925186746,1,1,1,1,1,1,1,1,1,0.20401242110146783,-0.8876127785497497,1,False,True,False,True,False,False,True,False,False,False,True,False
0,1,0,1.6137012404433893,1,2,2,2,2,2,2,2,1,0.8072447321617703,1.7533911959770778,0,True,False,False,False,False,True,True,False,False,False,False,True
1,1,0,1.0436161483629645,0,0,1,2,2,1,1,2,1,-0.6468276429835875,0.1624395753476666,1,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,-0.6666391278783103,1,1,0,0,0,0,0,0,0,-1.4744025490663168,-0.866242610385325,0,False,False,True,True,False,False,False,False,True,False,True,False
0,1,0,0.43281069256250915,1,1,2,1,2,2,1,1,1,0.6477122201458225,0.5545424232488527,0,False,True,False,False,True,False,True,False,False,False,False,True
0,1,0,-1.2367242199587352,1,2,1,1,2,2,2,2,1,1.3174164112127704,-0.9009470570325107,1,False,True,False,True,False,False,False,False,True,False,True,False
